"Freq [GHz]","dB(S(1,1)) []"
1,-0.0182452306807671
1.08333333333333,-0.0402003678921136
1.16666666666667,-2.3466062368117
1.25,-0.0945409738511116
1.33333333333333,-0.0358190277354643
1.41666666666667,-0.129978422137577
1.5,-0.439742599500792
1.58333333333333,-0.113042682083389
1.66666666666667,-0.0603283738815602
1.75,-0.0663238588045632
1.83333333333333,-0.130381874603497
1.91666666666667,-0.764277754114763
2,-2.67890796163351
2.08333333333333,-0.329533820510063
2.16666666666667,-0.209341168031456
2.25,-0.813861061689862
2.33333333333333,-0.479854825978199
2.41666666666667,-0.606850726011828
2.5,-3.48258806202248
2.58333333333333,-10.4374835732185
2.66666666666667,-0.125397467510554
2.75,-0.593743688202347
2.83333333333333,-0.0902056087867285
2.91666666666667,-0.0974197772220169
3,-0.596389415873713
3.08333333333333,-0.30170100125892
3.16666666666667,-0.246592246883573
3.25,-0.460561474218088
3.33333333333333,-2.30934298849264
3.41666666666667,-1.03331676198695
3.5,-0.434092723479433
3.58333333333333,-15.678684402741
3.66666666666667,-0.427823127976999
3.75,-0.671348495515344
3.83333333333333,-0.449556975857295
3.91666666666667,-0.378179178923692
4,-0.179868284267419
4.08333333333333,-0.160466138063279
4.16666666666667,-0.250711894284698
4.25,-0.174012806123534
4.33333333333333,-0.180235616745809
4.41666666666667,-0.186249388662741
4.5,-0.204307263999478
4.58333333333333,-0.231303890567981
4.66666666666667,-0.725923488073985
4.75,-0.416812448795622
4.83333333333333,-0.611745940743756
4.91666666666667,-11.7788232704236
5,-0.669299700303331
5.08333333333333,-0.841454751413229
5.16666666666667,-1.00266535978108
5.25,-1.18056320849314
5.33333333333333,-1.65570800192067
5.41666666666667,-1.17481664869225
5.5,-1.33525293945318
5.58333333333333,-1.43594780903759
5.66666666666667,-8.8768957166166
5.75,-2.58921707997571
5.83333333333333,-1.05002716995442
5.91666666666667,-0.856978965408356
6,-0.906188171039378
