"Freq [GHz]","dB(S(1,1)) []"
1,-0.0126200420811519
1.08333333333333,-0.0205926327849727
1.16666666666667,-0.0399012874446709
1.25,-0.0929731656036879
1.33333333333333,-0.241554646160595
1.41666666666667,-0.24614782620837
1.5,-0.731343472919732
1.58333333333333,-0.560617791314301
1.66666666666667,-0.0520166646405657
1.75,-0.106783136889069
1.83333333333333,-1.48904725095932
1.91666666666667,-0.197790759746833
2,-0.105341001277857
2.08333333333333,-0.124420703484032
2.16666666666667,-1.85806932299425
2.25,-0.403507090431794
2.33333333333333,-0.10125373680432
2.41666666666667,-0.101363133254571
2.5,-0.116738522835989
2.58333333333333,-0.238458034162761
2.66666666666667,-2.37265323299238
2.75,-0.627197074796069
2.83333333333333,-1.86642047832878
2.91666666666667,-0.318748083971157
3,-0.152845521372017
3.08333333333333,-0.649488522267924
3.16666666666667,-0.52010189685487
3.25,-5.74037926940041
3.33333333333333,-0.243694422115558
3.41666666666667,-0.180277967160133
3.5,-0.220645310170626
3.58333333333333,-1.09638729038065
3.66666666666667,-0.557288982702814
3.75,-12.3601587528533
3.83333333333333,-1.89744132363605
3.91666666666667,-5.27422356525807
4,-1.94051016273171
4.08333333333333,-2.45679662935952
4.16666666666667,-4.5117160577117
4.25,-5.12430823247203
4.33333333333333,-3.40479582977671
4.41666666666667,-2.63608718765437
4.5,-5.68548329151915
4.58333333333333,-1.6527560169876
4.66666666666667,-1.40637911665543
4.75,-1.10629380335369
4.83333333333333,-1.01189563046743
4.91666666666667,-0.992082795253766
5,-1.07847804107993
5.08333333333333,-1.53559660629881
5.16666666666667,-2.4546025364947
5.25,-1.61559129219885
5.33333333333333,-1.82778740632276
5.41666666666667,-2.95090510313571
5.5,-11.0002310304452
5.58333333333333,-12.482174392097
5.66666666666667,-5.47519718179744
5.75,-5.00485879484879
5.83333333333333,-5.72830446433126
5.91666666666667,-7.20622299832737
6,-9.42418209471931
