"Freq [GHz]","dB(S(1,1)) []"
1,-0.0914280654684757
1.08333333333333,-0.121764267242882
1.16666666666667,-0.0761352793690205
1.25,-0.0700699914617921
1.33333333333333,-0.0664385279773197
1.41666666666667,-0.108187584159932
1.5,-0.139162266981521
1.58333333333333,-0.872868136952621
1.66666666666667,-0.0624847089340926
1.75,-0.051785970724965
1.83333333333333,-0.850004830288102
1.91666666666667,-0.159336701249948
2,-0.133057476338159
2.08333333333333,-0.343251660913757
2.16666666666667,-9.62428687911338
2.25,-0.388408419857584
2.33333333333333,-0.299650030975753
2.41666666666667,-0.849599991124291
2.5,-0.634860599640431
2.58333333333333,-1.06850773523571
2.66666666666667,-3.59238249905447
2.75,-1.07722191997918
2.83333333333333,-0.303892887071612
2.91666666666667,-0.155205089867576
3,-0.11317974010835
3.08333333333333,-0.147498328942555
3.16666666666667,-1.29821721973689
3.25,-0.553698455853726
3.33333333333333,-0.182913490667302
3.41666666666667,-0.287431231375152
3.5,-0.222620555101761
3.58333333333333,-1.24224380700287
3.66666666666667,-0.653537160252834
3.75,-1.13985983968522
3.83333333333333,-1.4703456450069
3.91666666666667,-9.68254270592461
4,-2.7715771874985
4.08333333333333,-8.00779152940514
4.16666666666667,-2.71137202187796
4.25,-4.83343802016428
4.33333333333333,-4.42371549521901
4.41666666666667,-4.2318074677177
4.5,-4.39916467948755
4.58333333333333,-1.5240102806688
4.66666666666667,-1.15201563128284
4.75,-1.27198687513117
4.83333333333333,-2.36113554360126
4.91666666666667,-10.9013577834146
5,-3.86064318984796
5.08333333333333,-1.88847135169092
5.16666666666667,-1.54627843748301
5.25,-1.38837450746659
5.33333333333333,-1.43254550970428
5.41666666666667,-1.63772436252668
5.5,-1.90316080145139
5.58333333333333,-2.19263944490716
5.66666666666667,-2.91272975727384
5.75,-4.04332593138532
5.83333333333333,-6.29255110394731
5.91666666666667,-10.711430253129
6,-16.9868063030634
