"Freq [GHz]","dB(S(1,1)) []"
1,-0.00746344788357919
1.01,-0.00760103749072887
1.02,-0.00779600292429222
1.03,-0.00803026884001701
1.04,-0.00830322025868575
1.05,-0.00861665334402061
1.06,-0.00897344226758775
1.07,-0.00937736662839054
1.08,-0.00983316842167204
1.09,-0.0103466983748386
1.1,-0.010925128357653
1.11,-0.0115772346482317
1.12,-0.0123137688169575
1.13,-0.0131479427646645
1.14,-0.0140960661851808
1.15,-0.0151783909061811
1.16,-0.0164202400124317
1.17,-0.0178535344644909
1.18,-0.0195188826150155
1.19,-0.0214684791996536
1.2,-0.0237701878540275
1.21,-0.0265133855210289
1.22,-0.029817481788441
1.23,-0.0338445877340642
1.24,-0.0388187757734814
1.25,-0.0450560846278725
1.26,-0.0530125513277743
1.27,-0.0633634558232261
1.28,-0.0771385020155638
1.29,-0.0959610239701227
1.3,-0.122488196343225
1.31,-0.161253736348473
1.32,-0.220334507803725
1.33,-0.314659400376395
1.34,-0.471913510284728
1.35,-0.736880733275073
1.36,-1.13112862614135
1.37,-1.45128713417447
1.38,-1.32000180953456
1.39,-0.936359561539695
1.4,-0.628163430092874
1.41,-0.43591723011257
1.42,-0.319901495222551
1.43,-0.248851319678945
1.44,-0.205401965725148
1.45,-0.181051375356452
1.46,-0.173292669071999
1.47,-0.186282229433264
1.48,-0.239509575338905
1.49,-0.416187222419033
1.5,-1.3331235376685
1.51,-7.98199722062997
1.52,-1.54237244310723
1.53,-0.647354396838544
1.54,-0.536548119608371
1.55,-0.648036503353795
1.56,-0.868573976574476
1.57,-0.949781666495082
1.58,-0.781839582265357
1.59,-0.577316774970741
1.6,-0.432645876572087
1.61,-0.339623383906114
1.62,-0.278877916274061
1.63,-0.237614586334561
1.64,-0.208442322280909
1.65,-0.187088215457757
1.66,-0.170999388995044
1.67,-0.158589416760271
1.68,-0.148834139846056
1.69,-0.141049045011722
1.7,-0.134762298641078
1.71,-0.129639717554958
1.72,-0.125438920902278
1.73,-0.121980443847747
1.74,-0.119129032516228
1.75,-0.116781235816114
1.76,-0.114857001599239
1.77,-0.113293886752254
1.78,-0.112043017306624
1.79,-0.111066250809975
1.8,-0.110334188935994
1.81,-0.109824814402697
1.82,-0.109522613219457
1.83,-0.109418112702776
1.84,-0.109507839454838
1.85,-0.109794817305615
1.86,-0.110289978268179
1.87,-0.111015547172896
1.88,-0.112013669228349
1.89,-0.113371969448975
1.9,-0.115316876653525
1.91,-0.118641814565195
1.92,-0.125946350552899
1.93,-0.128394655438961
1.94,-0.126907103948942
1.95,-0.129126324669281
1.96,-0.133121409010883
1.97,-0.138443493309888
1.98,-0.145169997642714
1.99,-0.153588349904983
2,-0.164153365848
2.01,-0.177523776606025
2.02,-0.194649790975396
2.03,-0.216927535993623
2.04,-0.246468519869215
2.05,-0.28659077317247
2.06,-0.34278566921593
2.07,-0.424886975096441
2.08,-0.553298205012569
2.09,-0.788229771794002
2.1,-1.56982824777035
2.11,-1.64044117514698
2.12,-1.67220212403223
2.13,-1.97973843986843
2.14,-1.90860118539078
2.15,-1.49964642165403
2.16,-1.08001934852899
2.17,-1.13097310372814
2.18,-0.579630928162615
2.19,-0.428135627513195
2.2,-0.332964050878416
2.21,-0.267463910216963
2.22,-0.220511305115487
2.23,-0.185774758234547
2.24,-0.15936901173469
2.25,-0.138817100791711
2.26,-0.122494876270931
2.27,-0.109298012054758
2.28,-0.0984606842266887
2.29,-0.0894401796518873
2.3,-0.0818447531503936
2.31,-0.0753872214298047
2.32,-0.06985442744521
2.33,-0.065086765603017
2.34,-0.0609642670656305
2.35,-0.0573971213183569
2.36,-0.0543194066757471
2.37,-0.0516855533901448
2.38,-0.0494701816428583
2.39,-0.0476751490553106
2.4,-0.0463616713423217
2.41,-0.045816102425247
2.42,-0.0480195382635573
2.43,-0.0775699313075583
2.44,-0.0490554516699033
2.45,-0.0455259727283893
2.46,-0.0456530227446452
2.47,-0.0469218646115694
2.48,-0.0490804513922045
2.49,-0.0521977402218976
2.5,-0.0564707479494694
2.51,-0.0622154236842541
2.52,-0.0699115459159414
2.53,-0.0802990823526539
2.54,-0.094563739749277
2.55,-0.114706746441307
2.56,-0.144330806671515
2.57,-0.190447048078994
2.58,-0.268013322825611
2.59,-0.412395811038679
2.6,-0.715310363306674
2.61,-1.40842324761251
2.62,-2.73209592054902
2.63,-3.58666355814266
2.64,-3.35649055954324
2.65,-3.30093229498212
2.66,-3.84516226068876
2.67,-5.29618727008881
2.68,-8.41042276172008
2.69,-12.8760870228766
2.7,-9.33670736337626
2.71,-5.31073117339857
2.72,-3.24334440041114
2.73,-2.15585770920514
2.74,-1.54305204645634
2.75,-1.17491226658546
2.76,-0.942551194721271
2.77,-0.79139166098043
2.78,-0.692723887773898
2.79,-0.631178211087321
2.8,-0.599081186989031
2.81,-0.594131982866241
2.82,-0.61917288950652
2.83,-0.684244722403041
2.84,-0.813119827577436
2.85,-1.06232962654426
2.86,-1.58492769237294
2.87,-2.90888098370695
2.88,-7.04963723445763
2.89,-24.0482491433608
2.9,-10.0384622878476
2.91,-3.44430068254979
2.92,-1.57663735935704
2.93,-0.836889878576303
2.94,-0.533300988248482
2.95,-0.375523252523676
2.96,-0.283170486190256
2.97,-0.224733744154117
2.98,-0.185798091718735
2.99,-0.159088934734475
3,-0.140718551089431
3.01,-0.128600125021698
3.02,-0.121741727146435
3.03,-0.119956863974963
3.04,-0.123823823907775
3.05,-0.13485843287196
3.06,-0.155948591263934
3.07,-0.192162119334159
3.08,-0.251996560950528
3.09,-0.348484274618669
3.1,-0.496424994207416
3.11,-0.693649893078993
3.12,-0.878722386177903
3.13,-0.941804646560607
3.14,-0.860837106732816
3.15,-0.720461771063565
3.16,-0.588849275074747
3.17,-0.485943948202686
3.18,-0.40993140675488
3.19,-0.354479040377914
3.2,-0.313994149586451
3.21,-0.284448872254019
3.22,-0.263130137747049
3.23,-0.248274825851099
3.24,-0.238792401251201
3.25,-0.234087826559565
3.26,-0.233964058509258
3.27,-0.238586742629149
3.28,-0.248503921888643
3.29,-0.264725080313271
3.3,-0.288877716792497
3.31,-0.323479559677984
3.32,-0.372396648844803
3.33,-0.441611093613139
3.34,-0.540506474499381
3.35,-0.683974532830497
3.36,-0.895560167443195
3.37,-1.21063526053086
3.38,-1.67320198739835
3.39,-2.30762436599278
3.4,-3.04158052560702
3.41,-3.61450248627545
3.42,-3.71691474299245
3.43,-3.39883396547389
3.44,-3.00147669344664
3.45,-2.83791379275198
3.46,-3.4840695620654
3.47,-10.5848278006916
3.48,-5.4773015843656
3.49,-1.91429982718361
3.5,-1.24246340024195
3.51,-1.00905833018561
3.52,-0.903076864549161
3.53,-0.857180819992044
3.54,-0.846959429036356
3.55,-0.869645731681051
3.56,-0.94141023523546
3.57,-1.08914160038995
3.58,-1.3375070382798
3.59,-1.78454400002838
3.6,-2.77963600427357
3.61,-5.35831455770491
3.62,-13.0511166650627
3.63,-7.24676139160283
3.64,-2.81258633435528
3.65,-1.36564630287395
3.66,-0.790322245012833
3.67,-0.519297299318377
3.68,-0.374312352569167
3.69,-0.289056880448314
3.7,-0.235212265440487
3.71,-0.199347259884487
3.72,-0.174701068288254
3.73,-0.158542400171163
3.74,-0.157095031783328
3.75,-0.149969612381372
3.76,-0.129033708108693
3.77,-0.12012910226503
3.78,-0.114610834012897
3.79,-0.11088870822492
3.8,-0.108518075260455
3.81,-0.107361610191869
3.82,-0.107436238974737
3.83,-0.108890344012899
3.84,-0.112031409536577
3.85,-0.117400799216959
3.86,-0.125924410122627
3.87,-0.139213676739411
3.88,-0.16019960701069
3.89,-0.194588452833734
3.9,-0.254646624532059
3.91,-0.371110992110816
3.92,-0.645486803800572
