antenna_id,model,mae_db,rmse_db,actual_min_db,actual_min_freq_ghz,pred_min_db,pred_min_freq_ghz
30001,R5O_no_PINN,10.247410774230957,13.555142402648926,-14.49170207977295,3.5,-40.0090446472168,1.0
30002,R5O_no_PINN,23.78792381286621,25.616376876831055,-0.35410335659980774,6.0,-51.15158462524414,1.0
