"Freq [GHz]","dB(S(1,1)) []"
1,-0.00293744754588292
1.08333333333333,-0.00367356119123414
1.16666666666667,-0.0042280782399732
1.25,-0.00521733922026212
1.33333333333333,-0.00634381431979219
1.41666666666667,-0.00817484759779844
1.5,-0.0115146021519756
1.58333333333333,-0.0110406426109933
1.66666666666667,-0.01438343753902
1.75,-0.0162956120154335
1.83333333333333,-0.023538609130391
1.91666666666667,-0.0231838153248064
2,-0.0260345956410866
2.08333333333333,-0.0292060306462542
2.16666666666667,-0.0328699928359669
2.25,-0.0372670125978278
2.33333333333333,-0.0427608958621361
2.41666666666667,-0.0561593389388406
2.5,-0.0573733544037418
2.58333333333333,-0.0484674794050926
2.66666666666667,-0.0640410776233622
2.75,-0.0690191256467939
2.83333333333333,-0.0758118567021221
2.91666666666667,-0.0807325662425769
3,-0.089137234784363
3.08333333333333,-0.0977480712233412
3.16666666666667,-0.101733911033657
3.25,-0.111540556489836
3.33333333333333,-0.122355923813964
3.41666666666667,-0.135439738680638
3.5,-0.139707367744749
3.58333333333333,-0.148037772061644
3.66666666666667,-0.139773350480557
3.75,-0.14793837482114
3.83333333333333,-0.146474774602954
3.91666666666667,-0.152742051784901
4,-0.14499762749264
4.08333333333333,-0.155515603558034
4.16666666666667,-0.145017575767718
4.25,-0.136529525526955
4.33333333333333,-0.124765069547662
4.41666666666667,-0.124843015629017
4.5,-0.123596925612894
4.58333333333333,-0.125106710224999
4.66666666666667,-0.123651509997686
4.75,-0.150355214508474
4.83333333333333,-0.130119996868736
4.91666666666667,-0.130020354198936
5,-0.146779815822578
5.08333333333333,-0.147665862626614
5.16666666666667,-0.158944366688631
5.25,-0.187470113737681
5.33333333333333,-0.186197854365156
5.41666666666667,-0.190169895237359
5.5,-0.215755594778985
5.58333333333333,-0.229902106864817
5.66666666666667,-0.253127769703702
5.75,-0.278083531478117
5.83333333333333,-0.309518990626407
5.91666666666667,-0.352020365883116
6,-0.36612764749818
