antenna_id	resonant_freq_ghz	depth_db	prominence_db	confidence	method
3480	5.409999847	-16.947945	14.575513	0.918820	local_min
4641	5.070000172	-19.548769	17.984064	0.949902	local_min
1402	5.460000038	-14.191122	12.644442	0.851203	local_min
4541	2.859999895	-14.905910	11.838318	0.878879	local_min
3985	5.960000038	-25.521099	13.743858	0.937958	local_min
2441	2.099999905	-25.563778	14.233801	0.945251	local_min
4871	5.449999809	-31.100683	22.408882	0.988145	local_min
2463	4.679999828	-28.810005	21.605607	0.985376	local_min
224	5.530000210	-38.450928	28.692126	0.996700	local_min
1146	4.309999943	-13.925858	12.996016	0.834846	local_min
1505	5.349999905	-26.124701	23.491467	0.985053	local_min
875	5.010000229	-8.319851	7.596695	0.609888	local_min
1616	3.390000105	-12.637671	9.755007	0.820504	local_min
341	4.340000153	-19.902674	16.141116	0.948790	local_min
3572	3.369999886	-14.579381	11.416895	0.869847	local_min
4022	4.340000153	-13.760571	12.471961	0.863837	local_min
112	4.099999905	-15.186069	15.176030	0.851006	local_min
3391	5.679999828	-27.739067	21.351644	0.984081	local_min
1627	3.259999990	-29.087786	19.397723	0.979113	local_min
664	3.529999971	-26.103050	18.469194	0.973317	local_min
5035	3.230000019	-16.322832	14.983117	0.918559	local_min
4088	2.819999933	-18.566994	13.413660	0.920942	local_min
5766	4.619999886	-25.106865	21.199129	0.981064	local_min
2815	3.880000114	-18.032631	13.328461	0.917554	local_min
3419	5.340000153	-19.170330	17.781939	0.946510	local_min
29965	2.730000019	-18.577473	14.410593	0.930768	local_min
505	5.570000172	-16.782309	14.267245	0.918120	local_min
2073	5.460000038	-26.130136	20.589496	0.979923	local_min
3856	4.260000229	-22.631128	19.338026	0.971016	local_min
1526	5.980000019	-25.453743	13.732512	0.938000	local_min
2343	5.239999771	-25.758352	20.022592	0.978685	local_min
519	4.730000019	-25.403122	20.169887	0.978744	local_min
1154	3.680000067	-20.029892	17.234806	0.955071	local_min
2117	4.750000000	-19.310154	16.391572	0.947864	local_min
4383	5.530000210	-17.305538	17.017800	0.854424	local_min
390	4.130000114	-9.698888	9.168194	0.692993	local_min
1360	5.510000229	-20.344929	16.680098	0.936059	local_min
1177	4.409999847	-12.111790	11.170055	0.804088	local_min
5660	3.240000010	-19.409775	14.793711	0.937341	local_min
5042	3.839999914	-17.261782	14.430849	0.923977	local_min
3197	5.670000076	-41.372707	32.013108	0.998282	local_min
4373	4.119999886	-10.737312	10.439962	0.742133	local_min
3843	5.670000076	-16.575459	13.626946	0.910670	local_min
1822	5.699999809	-18.500185	15.101499	0.915644	local_min
2385	3.059999943	-9.971944	13.567949	0.736227	local_min
1854	4.619999886	-15.929358	15.010383	0.898328	local_min
3665	5.690000057	-44.896957	29.331769	0.997344	local_min
2129	5.599999905	-18.712713	16.473247	0.927599	local_min
2100	4.230000019	-24.382977	17.256622	0.965534	local_min
1657	4.139999866	-24.487953	20.626564	0.978805	local_min
5648	3.130000114	-25.777199	14.300378	0.946092	local_min
1414	3.450000048	-17.301874	11.371073	0.888619	local_min
1454	5.369999886	-18.012127	16.052092	0.933317	local_min
2079	4.590000153	-15.397203	12.968357	0.894631	local_min
1557	3.059999943	-25.351185	18.353014	0.972035	local_min
1405	4.940000057	-20.827581	18.013638	0.961422	local_min
3957	5.900000095	-22.478014	15.864286	0.945737	local_min
21	2.700000048	-15.945113	13.171970	0.903200	local_min
4814	3.839999914	-12.902584	10.891713	0.841936	local_min
3963	4.670000076	-27.027719	20.715271	0.981906	local_min
1030	5.510000229	-15.654450	13.783309	0.866727	local_min
5663	5.789999962	-12.318480	10.994407	0.772389	local_min
4622	4.429999828	-29.589706	20.362109	0.982509	local_min
3692	4.989999771	-33.011150	26.037220	0.993874	local_min
2219	4.849999905	-17.049580	15.455729	0.920573	local_min
3376	5.179999828	-30.552721	19.909531	0.981529	local_min
4854	5.280000210	-10.510681	8.281730	0.751902	local_min
462	2.849999905	-4.395309	12.553147	0.568360	local_min
213	2.819999933	-14.871014	9.876950	0.846580	local_min
2482	4.480000019	-11.972363	10.803390	0.805460	local_min
2007	4.719999790	-38.452583	25.751078	0.994401	local_min
4256	5.289999962	-21.712296	19.441815	0.967468	local_min
2409	5.039999962	-20.898993	16.315678	0.953087	local_min
4973	4.179999828	-24.116514	16.262416	0.959307	local_min
4146	4.860000134	-19.381971	16.742828	0.942988	local_min
31	5.940000057	-23.079784	14.610372	0.937865	local_min
4453	5.110000134	-22.966850	19.984978	0.973394	local_min
3352	5.929999828	-19.546476	13.032319	0.909522	local_min
1274	2.970000029	-18.640652	10.513630	0.880924	local_min
1391	5.000000000	-17.310156	15.187545	0.925473	local_min
3488	4.889999866	-23.149145	18.408750	0.969142	local_min
3743	5.179999828	-15.923577	14.827675	0.886392	local_min
5796	4.659999847	-13.691492	12.443169	0.860593	local_min
1033	5.110000134	-24.549587	21.378339	0.979940	local_min
