"Freq [GHz]","dB(S(1,1)) []"
1,-0.189153067120502
1.08333333333333,-0.0824366039268811
1.16666666666667,-0.0509677373010832
1.25,-0.802149225758671
1.33333333333333,-0.0497950642840667
1.41666666666667,-0.0317416641281825
1.5,-0.0323846980751029
1.58333333333333,-0.049144028576103
1.66666666666667,-0.124845177333124
1.75,-1.25372071711945
1.83333333333333,-4.62735102398012
1.91666666666667,-0.0334653271382024
2,-0.0256622260454858
2.08333333333333,-0.77165423358519
2.16666666666667,-0.251596111172898
2.25,-0.133911177265538
2.33333333333333,-0.735577853071714
2.41666666666667,-0.113115136720586
2.5,-0.102442405557388
2.58333333333333,-0.159777082326119
2.66666666666667,-0.597100758914075
2.75,-1.38901212314038
2.83333333333333,-0.281564199589067
2.91666666666667,-0.226648911484127
3,-0.334260148554006
3.08333333333333,-0.599584735234008
3.16666666666667,-1.00657317570285
3.25,-1.50066988117449
3.33333333333333,-1.35569074353756
3.41666666666667,-0.893355053986518
3.5,-0.939176431590484
3.58333333333333,-5.89226540341832
3.66666666666667,-1.86869126557775
3.75,-0.762361258292389
3.83333333333333,-5.44677647706556
3.91666666666667,-12.7512453553878
4,-1.19005559352962
4.08333333333333,-7.91843525287014
4.16666666666667,-0.57614692792874
4.25,-0.834264815874268
4.33333333333333,-1.25549520941819
4.41666666666667,-0.376918667106972
4.5,-0.468750914012168
4.58333333333333,-0.927509611740748
4.66666666666667,-1.704671466137
4.75,-0.716327181126013
4.83333333333333,-0.483559328664871
4.91666666666667,-0.586011480906279
5,-1.10152360208481
5.08333333333333,-3.78372122797032
5.16666666666667,-4.92085409875703
5.25,-1.33140633830322
5.33333333333333,-1.68351228539919
5.41666666666667,-3.17276809121402
5.5,-2.94240185787738
5.58333333333333,-9.01041930764954
5.66666666666667,-2.78879687460919
5.75,-2.49681961426611
5.83333333333333,-4.83948361678438
5.91666666666667,-4.70539975522797
6,-4.44283307659028
