"Freq [GHz]","dB(S(1,1)) []"
1,-0.0392019813372979
1.08333333333333,-0.040545818763539
1.16666666666667,-0.046337268524242
1.25,-0.101144019874659
1.33333333333333,-0.064133239604263
1.41666666666667,-0.0874073915178399
1.5,-0.174952962308951
1.58333333333333,-0.190084111855864
1.66666666666667,-0.403722492216468
1.75,-0.201118705193566
1.83333333333333,-0.140798829587088
1.91666666666667,-1.02532832771571
2,-0.235626705916181
2.08333333333333,-35.5028506917949
2.16666666666667,-0.441166123870617
2.25,-0.518137545102702
2.33333333333333,-0.291455948877137
2.41666666666667,-0.189495327508942
2.5,-0.183190805459064
2.58333333333333,-0.160852595084513
2.66666666666667,-0.15272317392397
2.75,-0.169914373051723
2.83333333333333,-0.235461762782563
2.91666666666667,-0.423297252199808
3,-3.10245780901429
3.08333333333333,-0.705692981523293
3.16666666666667,-0.532321766361343
3.25,-1.54003408137332
3.33333333333333,-9.41930266069129
3.41666666666667,-6.32063233188462
3.5,-1.61735909440207
3.58333333333333,-5.45371128877976
3.66666666666667,-4.32906527149706
3.75,-6.77371523541948
3.83333333333333,-8.93820924616798
3.91666666666667,-3.76192666806904
4,-2.17376939416837
4.08333333333333,-1.39478697293388
4.16666666666667,-1.13243894165278
4.25,-0.92314199641096
4.33333333333333,-0.720322472546141
4.41666666666667,-0.741610200514661
4.5,-0.597183272860257
4.58333333333333,-0.51152309902445
4.66666666666667,-0.504153209051901
4.75,-0.498119765660177
4.83333333333333,-0.68339509752058
4.91666666666667,-1.09253013153878
5,-0.847084589332326
5.08333333333333,-0.685679886271053
5.16666666666667,-0.380318130820328
5.25,-0.348761527803068
5.33333333333333,-0.520251983919562
5.41666666666667,-1.0165377320626
5.5,-0.54024421424248
5.58333333333333,-0.369707865162832
5.66666666666667,-0.331392220402549
5.75,-0.430494305495618
5.83333333333333,-0.477141087922578
5.91666666666667,-0.400930681753657
6,-0.444827886066381
