"Freq [GHz]","dB(S(1,1)) []"
1,-0.0339046171835681
1.08333333333333,-0.0636218391869131
1.16666666666667,-0.182872042130361
1.25,-0.626485429449833
1.33333333333333,-0.324995360511391
1.41666666666667,-4.45114138989451
1.5,-0.0302505750347016
1.58333333333333,-0.0521626509308449
1.66666666666667,-1.7921169416517
1.75,-0.0711814965717159
1.83333333333333,-0.0813024562331331
1.91666666666667,-0.11345708908128
2,-0.345710237598432
2.08333333333333,-0.488293258104844
2.16666666666667,-0.205149608446633
2.25,-0.0857288832446778
2.33333333333333,-0.0791096647730627
2.41666666666667,-0.751105107386661
2.5,-0.337602576062425
2.58333333333333,-0.279083512550092
2.66666666666667,-0.943484440176663
2.75,-0.487123625571441
2.83333333333333,-1.53198986177987
2.91666666666667,-1.13473698690308
3,-2.4265513895842
3.08333333333333,-8.19898469904554
3.16666666666667,-2.49638318283647
3.25,-1.99596206752849
3.33333333333333,-0.957440643611802
3.41666666666667,-1.90194045549689
3.5,-0.438292867139201
3.58333333333333,-1.43011483245795
3.66666666666667,-4.40515814906308
3.75,-1.03336554236126
3.83333333333333,-0.749471283676209
3.91666666666667,-0.859601661107879
4,-2.05318327923345
4.08333333333333,-4.31449840286864
4.16666666666667,-7.93141220072323
4.25,-2.7910289656048
4.33333333333333,-1.74395378613746
4.41666666666667,-0.984058821981281
4.5,-0.709288889252857
4.58333333333333,-1.94647849044039
4.66666666666667,-13.6549018761361
4.75,-0.892528281232037
4.83333333333333,-1.37707242286107
4.91666666666667,-4.33402942827268
5,-2.62199587779527
5.08333333333333,-1.40320574292215
5.16666666666667,-0.467475985448656
5.25,-0.446527649349967
5.33333333333333,-0.834711378549845
5.41666666666667,-2.62233369365337
5.5,-10.4123315268496
5.58333333333333,-2.89552588893933
5.66666666666667,-1.96700531092854
5.75,-2.70512520138873
5.83333333333333,-12.3993218266229
5.91666666666667,-4.6370988565764
6,-3.05738298002922
