"Freq [GHz]","dB(S(1,1)) []"
1,-0.00867353221311953
1.08333333333333,-0.0148805943258043
1.16666666666667,-0.0728999920345122
1.25,-0.0403661134420973
1.33333333333333,-0.0371697903213955
1.41666666666667,-0.854539286680583
1.5,-0.0355373004187732
1.58333333333333,-0.407410968105001
1.66666666666667,-0.525309263353126
1.75,-5.64182456034289
1.83333333333333,-0.262678046112944
1.91666666666667,-2.24911808591645
2,-0.690078865256983
2.08333333333333,-0.724796043465161
2.16666666666667,-0.184985567885898
2.25,-0.3820335667741
2.33333333333333,-1.31987116872467
2.41666666666667,-0.580100761770611
2.5,-0.258469622484265
2.58333333333333,-0.18651784619898
2.66666666666667,-0.790046346634514
2.75,-0.287488710637976
2.83333333333333,-0.171527797851858
2.91666666666667,-0.595052189561044
3,-1.57061930057849
3.08333333333333,-0.464354285658285
3.16666666666667,-0.420238085580643
3.25,-0.666887931470714
3.33333333333333,-1.50626337581896
3.41666666666667,-2.32376172681333
3.5,-2.02480556659575
3.58333333333333,-3.13736879257507
3.66666666666667,-2.35658855255055
3.75,-1.13665323570533
3.83333333333333,-1.98899897335664
3.91666666666667,-1.81294001157963
4,-0.678386958425466
4.08333333333333,-0.61631526087121
4.16666666666667,-0.687763355702774
4.25,-2.03910506058907
4.33333333333333,-3.39265683421819
4.41666666666667,-1.35763394351061
4.5,-0.818702935107724
4.58333333333333,-0.713044127088192
4.66666666666667,-1.15815683002651
4.75,-4.70572207248798
4.83333333333333,-1.3358141897557
4.91666666666667,-0.876598231475454
5,-1.61247541737962
5.08333333333333,-11.4980090274631
5.16666666666667,-2.93230718572586
5.25,-11.3674454780705
5.33333333333333,-2.10579892321068
5.41666666666667,-1.35766929868578
5.5,-1.53546286092925
5.58333333333333,-2.56964604304885
5.66666666666667,-7.82271137954127
5.75,-4.86626131793212
5.83333333333333,-2.15208836522203
5.91666666666667,-2.57039885550931
6,-7.2101826569133
