"Freq [GHz]","dB(S(1,1)) []"
1,-0.0121992173482112
1.01,-0.0158592441414922
1.02,-0.0247966287130299
1.03,-0.0511049517996032
1.04,-0.168242264999001
1.05,-0.776113205619998
1.06,-0.245902977621166
1.07,-0.0886297765071324
1.08,-0.0495125813518168
1.09,-0.0345465413492581
1.1,-0.0274050869735011
1.11,-0.0236179980587558
1.12,-0.0215849766813522
1.13,-0.0206503555685586
1.14,-0.0205689107186423
1.15,-0.021396232982742
1.16,-0.023830082161379
1.17,-0.0330629141257008
1.18,-0.618111897425727
1.19,-0.0552453936059503
1.2,-0.0421431184951782
1.21,-0.0491993020948341
1.22,-0.0661887009240573
1.23,-0.101612890548819
1.24,-0.186970871273021
1.25,-0.457927413603759
1.26,-1.43067163270902
1.27,-0.979685911402985
1.28,-0.33333018925245
1.29,-0.160043297821142
1.3,-0.0983936395925009
1.31,-0.0729306616009565
1.32,-0.0821231616519588
1.33,-0.0420443869153682
1.34,-0.0313751786563516
1.35,-0.0287237320105735
1.36,-0.0269740549351369
1.37,-0.025890424651695
1.38,-0.025373018714765
1.39,-0.0253945944353207
1.4,-0.0260229696149626
1.41,-0.0274975239750466
1.42,-0.030484345672974
1.43,-0.0371396729138531
1.44,-0.0583983753863206
1.45,-0.319916294656513
1.46,-0.0286240781220335
1.47,-0.0102859062764453
1.48,-0.0114589383547485
1.49,-0.0130887944723116
1.5,-0.0144879602721493
1.51,-0.015702138076693
1.52,-0.0168071627933857
1.53,-0.0178594672518541
1.54,-0.0188998036179609
1.55,-0.0199597703357328
1.56,-0.0210666928826978
1.57,-0.0222473631324103
1.58,-0.0235316083398216
1.59,-0.0249569118714672
1.6,-0.0265762632058523
1.61,-0.0284743639723342
1.62,-0.0308064452896471
1.63,-0.0339051959897865
1.64,-0.0386259319024164
1.65,-0.0477166547354706
1.66,-0.0732216271470092
1.67,-0.206496557783228
1.68,-3.5346704427106
1.69,-1.15616225088014
1.7,-0.474291088202601
